Lund_03039,Property,Road,Road trip,House,Rural area,Sky,Home,Thoroughfare,Residential area,Tree
Lund_01073,Architecture,Landmark,Building,Place of worship,Medieval architecture,Cathedral,Classical architecture,Church,Sky,Gothic architecture
Lund_01228,Building,Steeple,Spire,Landmark,Church,Place of worship,Architecture,Chapel,Parish,Medieval architecture
Lund_02343,Lawn,Grass,Biome,Tree,Yard,Backyard,Garden,Nature reserve,Botany,Plant community
Lund_02634,Natural landscape,Nature,Leaf,Tree,Vegetation,Reflection,Pond,Autumn,Garden,Plant
Lund_01821,Landmark,Sky,Architecture,Building,Spire,Daytime,Church,Medieval architecture,Wall,Tower
Lund_00691,Landmark,Architecture,Building,Sky,Steeple,Place of worship,Church,Town,Spire,Cathedral
Lund_01353,Landmark,Building,Architecture,Estate,Stately home,Sky,Tree,Monument,Mansion,National historic landmark
Lund_02591,Architecture,Land lot
Lund_00832,Building,Estate,Mansion,Property,Palace,Official residence,Manor house,House,Classical architecture,Château
Lund_01148,Estate,Building,Palace,Public space,College,Mansion,City,Architecture,Campus,Human settlement
Lund_02708,Sky,Vegetation,Hill,Grassland,Grass,Cloud,Meadow,Land lot,Rural area,Prairie
Lund_01701,Reflection,Reflecting pool,Waterway,Water,Property,Estate,Natural landscape,Bank,Home,Pond
Lund_01205,Building,Landmark,Architecture,Estate,Classical architecture,Palace,Mansion,Sky,House,Official residence
Lund_01566,Architecture,Landmark,Medieval architecture,Classical architecture,Building,Place of worship,Cathedral,Facade,Historic site,Church
Lund_02886,Fountain,Reflecting pool,Water,Garden,Botanical garden,Botany,Pond,Water feature,Tree,Park
Lund_02472,Sport venue,Stadium,Grass,Baseball field,Plain,Baseball park,Land lot,Grass family,Field,Plant
Lund_00136,Spire,Steeple,Landmark,Church,Architecture,Building,Place of worship,Tree,Medieval architecture,Parish
Lund_02391,Road,Lane,Vehicle,Building,Car,Infrastructure,City,Thoroughfare,Asphalt,Parking lot
Lund_00592,Building,Landmark,Property,Architecture,Estate,Mansion,Stately home,Medieval architecture,House,City
Lund_00060,Architecture,Building,Medieval architecture,Landmark,Place of worship,Facade,Cathedral,Classical architecture,Church,Gothic architecture
Lund_01443,Landmark,Building,Architecture,Town,Spire,Steeple,City,Tree,House,Church
Lund_01268,Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace
Lund_02401,Natural landscape,Sky,Water,Winter,Natural environment,Atmospheric phenomenon,Tree,Freezing,Cloud,Wetland
Lund_02697,Property,Building,Interior design,Houseplant,Room,Furniture,Plant,House,Table,Restaurant
Lund_02365,Crowd,Community,Competition event,Spring,Event,Recreation,Team,Grassland,Vehicle,Lawn
Lund_02450,Property,House,Building,Chapel,Roof,Cottage,Architecture,Real estate,Home,Shed
Lund_02211,Natural landscape,Natural environment,Vegetation,Nature reserve,Nature,Marsh,Wetland,Freshwater marsh,Grassland,Fen
Lund_01455,Landmark,Architecture,Sky,Building,Town,City,Facade,Church,Tower,Tourism
Lund_02094,Garden,Botanical garden,Park,Botany,Tree,Grass,Spring,Lawn,Estate,Plant
Lund_00280,Castle,Property,Architecture,Building,Estate,Tree,Grass,Château,House,Stately home
Lund_00437,Estate,Building,Palace,Mansion,Landmark,Property,Architecture,Château,Stately home,House
Lund_00616,Landmark,Architecture,Building,Classical architecture,Medieval architecture,Sky,Facade,Church,Place of worship,Historic site
Lund_02608,Basketball hoop,Basketball court,Basketball,Streetball,Tree,Net,Team sport,Sport venue,Basketball moves
Lund_01930,Building,Property,Town,Architecture,Palace,Stately home,Facade,Almshouse,City,Estate
Lund_02888,City,Plaza,Town square,Public space,Town,Building,Human settlement,Property,Architecture,Sky
Lund_01103,Building,Estate,Property,Palace,Mansion,Architecture,Sky,Stately home,House,Château
Lund_00962,Estate,Building,Palace,Mansion,Château,Stately home,Official residence,House,Architecture,Manor house
Lund_00430,Building,Landmark,Mansion,Palace,Estate,Property,Classical architecture,Stately home,Official residence,Architecture
Lund_01670,Neighbourhood,Building,City,Town,Human settlement,Property,Landmark,Architecture,Public space,Plaza
Lund_02241,Sky,Tree,Grass,Cloud,Pole,Grassland,Event,Crowd,Lawn,Mountain
Lund_01876,Building,Architecture,Medieval architecture,Landmark,Wall,Church,Facade,Place of worship,Historic site,Arch
Lund_01681,Water,Tree,Reflection,Architecture,River,Pond,Reflecting pool,Bank,Watercourse,Landscape
Lund_01794,Landmark,Architecture,Medieval architecture,Building,Sky,Cathedral,Gothic architecture,Place of worship,Classical architecture,Facade
Lund_01616,Natural landscape,Geological phenomenon,Water,Grass,Rural area,Tree,Waterway,Pasture,Ditch,Bank
Lund_02400,Transport,Mode of transport,Architecture,Vehicle,Urban area,Building,City,Facade,Street,Bus stop
Lund_00802,Urban area,City,Roof,Architecture,Building,Human settlement,Town,Metropolitan area,Neighbourhood,Residential area
Lund_01795,Landmark,Steeple,Architecture,Building,Tree,Town,Sky,City,Urban area,Church
Lund_02771,Water,Water resources,Fountain,Watercourse,Water feature,Fun,Leisure,Tree,Garden,Pond
Lund_01617,Sky,Landmark,Building,Architecture,Medieval architecture,Church,Facade,Wall,Cathedral,Historic site
Lund_00586,Landmark,Building,Sky,Architecture,Winter,Town,Water,Waterway,City,Tree
Lund_02170,Building,Property,Architecture,Landmark,Grass,Estate,Stately home,Facade,Tree,Mansion
Lund_02865,Sky,Landmark,Blue,Natural landscape,Estate,Building,Tree,Château,Architecture,Leaf
Lund_00468,Landmark,Sky,Architecture,Building,City,Town,Daytime,Human settlement,Facade,Steeple
Lund_01549,Landmark,Sky,Architecture,Building,Medieval architecture,Church,Facade,Place of worship,Wall,Convent
Lund_00574,Building,Palace,Landmark,Classical architecture,Architecture,Official residence,Mansion,Presidential palace,Estate,Stately home
Lund_01938,Landmark,Steeple,Architecture,Building,Spire,Tower,Church,Medieval architecture,Roof,Sky
Lund_00095,Landmark,Architecture,Building,Daytime,City,Sky,Tower,Urban area,Tree,Facade
Lund_01811,Garden,Botanical garden,Estate,Botany,Park,Tree,Building,Grass,Sky,Architecture
Lund_00287,Estate,Building,Landmark,Mansion,Architecture,Stately home,Palace,House,Historic house,Tree
Lund_02741,Natural landscape,Body of water,Nature,Water,Vegetation,Natural environment,Bank,Nature reserve,River,Water resources
Lund_01025,Landmark,Architecture,Sky,Building,Church,Town,Medieval architecture,Steeple,Place of worship,City
Lund_01987,Water,Botany,Tree,Garden,Botanical garden,Park,Grass,Landscape,Plant,Landscaping
Lund_00401,Classical architecture,Landmark,Building,Architecture,Sky,Mansion,Estate,Palace,House,Facade
Lund_02474,Road,Tree,Grass,Land lot,Natural landscape,Shrub,Trail,Lane,Thoroughfare,Woody plant
Lund_02481,Building,Commercial building,Architecture,Corporate headquarters,Facade,Headquarters,Company,Mixed-use,Car,Vehicle
Lund_02246,Natural landscape,Nature,Vegetation,Bank,River,Water,Rock,Watercourse,Nature reserve,Grass
Lund_02885,Water,Reflection,Pond,Bank,Water resources,Botany,House,Waterway,Building,River
Lund_02167,Classical architecture,Landmark,Architecture,Building,Facade,Tourist attraction,Courthouse,Column,Seat of local government,Place of worship
Lund_02923,Property,Roof,Building,House,Home,Sky,Architecture,Cottage,Residential area,Facade
Lund_01747,Building,Architecture,Classical architecture,Landmark,Facade,Palace,Official residence,City,Metropolis,Presidential palace
Lund_02466,Brick,Property,Landmark,Architecture,Building,Brickwork,Wall,Sky,House,Tree
Lund_02898,Town,Landmark,Building,Architecture,City,Human settlement,Street,Urban area,Town square,Sky
Lund_01079,Landmark,Building,Mansion,Estate,Property,Palace,Architecture,Sky,Stately home,Official residence
Lund_02822,Landmark,Building,Tree,Tower,Architecture,Observation tower,Estate,Château,City,Landscape
Lund_01544,Body of water,Water,Pond,Natural landscape,Nature,Water resources,Vegetation,Lake,Bank,Fish pond
Lund_02500,Water,Sky,Leaf,Tree,Autumn,Fountain,Landmark,Daytime,Public space,Architecture
Lund_01515,Classical architecture,Building,Landmark,Architecture,Palace,Estate,Château,Mansion,Official residence,Facade
Lund_00701,Classical architecture,Landmark,Architecture,Building,Facade,Palace,Château,City,House,Mansion
Lund_01300,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture
Lund_01953,Property,House,Home,Estate,Building,Real estate,Architecture,Mansion,Manor house,Historic house
Lund_02475,Natural landscape,Grassland,Pasture,Trail,Land lot,Road,Grass,Tree,Line,Rural area
Lund_00538,Architecture,Building,Landmark,Medieval architecture,Tower,Church,Place of worship,City,Sky,Classical architecture
Lund_02767,Natural landscape,Water,Nature,Waterway,River,Vegetation,Water resources,Watercourse,Tree,Wilderness
Lund_01633,Architecture,Building,Medieval architecture,Landmark,Classical architecture,Place of worship,Cathedral,Gothic architecture,Facade,Church
Lund_01242,Building,Estate,Mansion,Palace,Landmark,Architecture,Stately home,Official residence,Château,Historic house
Lund_01324,Landmark,Architecture,Building,Medieval architecture,Sky,Tree,Castle,Château,Facade,Tourism
Lund_01470,Architecture,Building,Landmark,Medieval architecture,Arch,Facade,Wall,Cathedral,Place of worship,Tourism
Lund_03042,Dirt road,Pasture,Road,Land lot,Rural area,Grass,Trail,Grass family,Thoroughfare,Shrubland
Lund_00385,Property,Estate,House,Building,Home,Architecture,Tree,Real estate,Residential area,Botany
Lund_00925,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home
Lund_00875,Estate,Building,Property,Mansion,House,Landmark,Palace,Manor house,Official residence,Architecture
Lund_01675,Town,Building,Human settlement,Public space,Plaza,City,Town square,Neighbourhood,Architecture,Mixed-use
Lund_02987,Grassland,Nature,Plain,Sky,Horizon,Natural environment,Green,Morning,Natural landscape,Atmospheric phenomenon
Lund_01416,Landmark,Classical architecture,Architecture,Building,Palace,Facade,House,Sky,Mansion,City
Lund_02377,Home,Property,House,Lighting,Building,Sky,Real estate,Night,Architecture,Cottage
Lund_00258,Building,Landmark,Architecture,Château,Stately home,Estate,Mansion,Manor house,Historic house,Palace
Lund_02072,Reflection,Water,Sky,Architecture,House,Waterway,Tree,Cloud,Home,Building
Lund_01974,Landmark,Architecture,Sky,Building,Town,City,Tower,Steeple,Urban area,Clock tower
Lund_02451,Building,Fuel,Filling station,Retail,Vehicle,Convenience store,Gasoline,Business,Gas
Lund_03189,Estate,Building,Landmark,Sky,Mansion,Palace,Architecture,Stately home,Château,Official residence
Lund_02630,First-class cricket,Goal,Grass,Soccer,Sky,Sport venue,Team sport,Player,Sports equipment,Net
Lund_02242,Water resources,Body of water,Water,Sky,Natural landscape,River,Natural environment,Lake,Bank,Vegetation
Lund_02292,Body of water,Water resources,Stream,Riparian zone,Watercourse,Nature,Waterway,Bank,River,Natural landscape
Lund_00737,Water,Water resources,Pond,Natural landscape,Bank,Waterway,Botany,Watercourse,Garden,Fish pond
Lund_01884,Building,Landmark,Architecture,Town,Stately home,City,Facade,Palace,Sky,Estate
Lund_02581,Landmark,Garden,Botany,Tree,Park,Botanical garden,Monument,Building,Architecture,Recreation
Lund_02812,Estate,Building,Mansion,Architecture,Landmark,Palace,Property,Stately home,Classical architecture,Sky
Lund_02813,Landmark,Building,Architecture,Classical architecture,Medieval architecture,Facade,Historic site,Place of worship,Cathedral,City
Lund_00879,Town,Building,Human settlement,City,Public space,Architecture,Town square,Neighbourhood,Cobblestone,Street
Lund_01049,Landmark,Architecture,Building,Medieval architecture,Place of worship,Church,Sky,Tower,Classical architecture,Steeple
Lund_02262,Road,Dirt road,Natural landscape,Nature,Grassland,Cloud,Sky,Natural environment,Plain,Vegetation
Lund_03146,Aerial photography,Bird's-eye view,Land lot,Plain,Sky,Air travel,Atmospheric phenomenon,Photography,Landscape,Rural area
Lund_02749,Body of water,Water,Natural environment,Sky,Bank,River,Waterway,Water resources,Reservoir,Lake
Lund_01246,Building,Landmark,Architecture,Town,City,Facade,Human settlement,Sky,Tower,Metropolitan area
Lund_02191,Property,Building,House,Architecture,Town,Home,Brick,Facade,Tree,Real estate
Lund_01510,Medieval architecture,Landmark,Architecture,Building,Cathedral,Gothic architecture,Facade,Sky,Place of worship,Historic site
Lund_00822,Body of water,Reflection,Water,Nature,Waterway,Natural landscape,Tree,Bank,Canal,River
Lund_00399,Classical architecture,Landmark,Building,Architecture,Sky,Mansion,Estate,Palace,House,Facade
Lund_01716,Property,House,Home,Cottage,Roof,Building,Real estate,Architecture,Rural area,Hut
Lund_03160,Nature,Natural landscape,Water,Sky,Vegetation,Highland,Tree,Wilderness,Natural environment,Watercourse
Lund_01100,Aerial photography,Landmark,Bird's-eye view,Urban area,City,Building,Architecture,Metropolitan area,Photography,Landscape
Lund_00521,Landmark,Medieval architecture,Building,Castle,Architecture,Estate,Stately home,Sky,Château,Palace
Lund_00892,Building,Property,Architecture,Landmark,House,Real estate,Facade,City,Courthouse,Commercial building
Lund_02592,Natural landscape,Pasture,Land lot,Natural environment,Field,Rural area,Fence,Tree,Farm,Grassland
Lund_01721,Building,Castle,Property,Fortification,Medieval architecture,Wall,Estate,Architecture,Stately home,Château
Lund_02850,Landmark,Architecture,Building,Water,Sky,Estate,Mansion,Tree,Palace,Stately home
Lund_02179,Building,Property,Architecture,Real estate,House,Home,Shade
Lund_01508,Water,Tree,Botany,Architecture,Fountain,Sky,Reflecting pool,Park,Garden,Water feature
Lund_01028,Building,Property,Architecture,Estate,Stately home,Château,Medieval architecture,Tree,Historic house,Castle
Lund_02496,Grass,Sport venue,Player,Team sport,Playground,Lawn,Ball game,Sports,Sports training,Sports equipment
Lund_00834,Town,City,Human settlement,Public space,Building,Town square,Architecture,Plaza,Mixed-use,Tourism
Lund_00061,Landmark,Building,Town,Tree,Sky,Architecture,Water,Waterway,City,House
Lund_01155,Classical architecture,Landmark,Building,Architecture,Facade,Palace,Courthouse,City,Official residence,Seat of local government
Lund_00717,Building,Landmark,Architecture,Estate,Palace,Property,Classical architecture,Mansion,Official residence,Stately home
Lund_02513,Fountain,Water,Tree,Water feature,Botany,Garden,Font,Watercourse,Botanical garden,Plant
Lund_00778,Landmark,Building,Estate,Mansion,Architecture,Palace,Stately home,Official residence,Plaza,Classical architecture
Lund_01097,Reflection,Nature,Water,Natural landscape,Pond,Vegetation,Green,Water resources,Waterway,Nature reserve
Lund_03052,Water,Sky,Soil,Water feature,Park,Concrete,Garden,Circle
Lund_01062,House,Tree,Building,Architecture,Palace,Estate,Château,Mansion,Sky,Plant
Lund_01173,Landmark,Building,Town,Public space,Human settlement,Tree,City,College,Stately home,Architecture
Lund_00863,Landmark,Architecture,Palace,Building,Mansion,Château,Estate,Stately home,Tourism,Villa
Lund_00719,Landmark,Water,Fountain,Sky,Architecture,Garden,Botanical garden,Botany,Tree,Water feature
Lund_00877,Landmark,Architecture,Tree,Building,Estate,House,Mansion,Lawn,Park,City
Lund_00987,Building,Estate,Architecture,Landmark,Mansion,Property,Palace,Stately home,Sky,Classical architecture
Lund_01722,Building,City,Architecture,Town,Property,Human settlement,Landmark,Neighbourhood,Public space,Mixed-use
Lund_01996,Estate,Building,Palace,Mansion,Stately home,Architecture,Official residence,Campus,House,Manor house
Lund_00799,Building,Landmark,Architecture,Medieval architecture,Facade,Church,Cathedral,Sky,Abbey,Place of worship
Lund_01787,Landmark,Sky,Tree,Garden,Architecture,Botany,Building,Grass,Steeple,Park
Lund_02190,Natural landscape,Nature,Water,Waterway,Watercourse,River,Stream,Water resources,Bank,Wilderness
Lund_02736,Nature,Reflection,Water,Natural landscape,Vegetation,Water resources,Lake,Bank,Natural environment,Pond
Lund_02243,Sport venue,Stadium,Grass,Plain,Land lot,Field,Grass family,Baseball field,Grassland,Baseball park
Lund_01287,Property,Building,Estate,House,Architecture,Mansion,Stately home,Manor house,Real estate,Tree
Lund_02331,Sport venue,Stadium,Grass,Lawn,Sky,Atmosphere,Arena,Land lot,Team sport,Baseball field
Lund_01168,Body of water,Natural landscape,Bank,Water resources,Pond,Nature,Water,Watercourse,River,Natural environment
Lund_03197,Classical architecture,Building,Palace,Landmark,Architecture,Mansion,Château,Official residence,Facade,Estate
Lund_00201,Town,Street,Neighbourhood,Road,Building,Human settlement,Alley,City,Infrastructure,Lane
Lund_03147,Building,Commercial building,Architecture,Facade,Sky,Corporate headquarters,Mixed-use,Company,Headquarters,City
Lund_00659,Estate,Building,Palace,Mansion,Official residence,Stately home,Château,Manor house,Classical architecture,Presidential palace
Lund_00240,Classical architecture,Landmark,Architecture,Building,Sky,Palace,Facade,Official residence,Courthouse,City
Lund_02166,Building,Architecture,Real estate,House,Mixed-use,Facade,Tourist attraction
Lund_01998,Race track,Road,Land lot,Thoroughfare,Infrastructure,Plain,Freeway,Sport venue,Bird's-eye view,Asphalt
Lund_01783,Garden,Property,Botany,Botanical garden,Plant,Shrub,Tree,Building,Architecture,Spring
Lund_01649,Fountain,Water,Garden,Natural landscape,Grass,Water resources,Water feature,Botanical garden,Botany,Lawn
Lund_00920,Landmark,Architecture,Building,Sky,Medieval architecture,City,Tower,Church,Facade,Urban area
Lund_01056,Water,Water resources,River,Reservoir,Natural environment,Bank,Sky,Lake,Bridge,Tree
Lund_00865,Estate,Building,Palace,Mansion,Stately home,Château,Landmark,Property,Manor house,Official residence
Lund_01135,Building,Landmark,Property,Architecture,Town,City,Stately home,Public space,Facade,Palace
Lund_02229,Body of water,Natural landscape,Freshwater marsh,Natural environment,Water resources,Nature,Nature reserve,Vegetation,Water,Marsh
Lund_00836,Estate,Building,Mansion,Palace,Landmark,Property,Stately home,Architecture,House,Official residence
Lund_00518,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Facade,Cathedral,Sky,Church
Lund_00395,Building,Property,Landmark,Architecture,Estate,Mansion,Palace,Official residence,Classical architecture,House
Lund_02193,Road,Yellow,Town,Residential area,Building,Tree,Street,Asphalt,Suburb,Signage
Lund_01484,Garden,Nature,Sky,Botanical garden,Natural landscape,Grass,Lawn,Botany,Wilderness,Tree
Lund_02115,Landmark,Architecture,Building,Church,Sky,Steeple,Place of worship,Medieval architecture,Cathedral,Spire
Lund_01369,Property,House,Estate,Natural landscape,Tree,Building,Botany,Shrub,Cottage,Garden
Lund_01657,Landmark,Building,Architecture,Estate,Stately home,Tree,Palace,Mansion,Château,Classical architecture
Lund_00497,Landmark,Building,Architecture,Sky,City,Town,Human settlement,Facade,Tourism,Church
Lund_02894,Natural landscape,Waterway,Canal,River,Bank,Natural environment,Water,Watercourse,Grass,Water resources
Lund_02919,Building,Facade,Door
Lund_00923,Classical architecture,Building,Architecture,Landmark,Mansion,Palace,Estate,Official residence,Courthouse,Facade
Lund_03114,Building,Architecture,Commercial building,Road,City,Facade,Mixed-use,Street
Lund_00248,Estate,Building,Palace,Château,Mansion,Landmark,Stately home,Official residence,Architecture,Classical architecture
Lund_02050,Landmark,Medieval architecture,Architecture,Building,Place of worship,Church,Steeple,Classical architecture,Cathedral,Tower
Lund_01578,Medieval architecture,Building,Landmark,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,Historic site
Lund_02848,Estate,Building,Mansion,Palace,Château,Official residence,Stately home,House,Architecture,Manor house
Lund_01858,Body of water,Natural landscape,Nature,Bank,River,Natural environment,Water resources,Reflection,Tree,Pond
Lund_01456,Estate,Mansion,Building,Property,Landmark,Architecture,House,Official residence,Home,Palace
Lund_01388,Garden,Botanical garden,Green,Grass,Botany,Tree,Lawn,Shrub,Park,Landscaping
Lund_02302,Body of water,Water resources,Water,Natural landscape,Natural environment,Bank,Reservoir,Fen,Freshwater marsh,Floodplain
Lund_00614,Property,Architecture,Tree,Building,House,Town,Estate,City,Residential area,Spring
Lund_02257,Grassland,Land lot,Pasture,Meadow,Natural landscape,Natural environment,Prairie,Plain,Field,Rural area
Lund_03061,Sky,Nature,Cloud,Water,Highland,Road,Natural environment,Water resources,Wilderness,Reflection
Lund_02842,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home
Lund_01149,Mansion,Estate,Palace,Building,Architecture,Tree,Tourism,Villa,Château,Photography
Lund_01506,Building,Classical architecture,Palace,Architecture,Landmark,Estate,Mansion,Château,Official residence,Stately home
Lund_00325,Building,Landmark,Architecture,Sky,Town,Tourism,City,Facade,Tourist attraction,Church
Lund_02136,Landmark,Sky,Architecture,Building,Urban area,Town,City,Brick,Stately home,House
Lund_00107,Body of water,Shore,Water resources,Rock,Water,Coast,Bank,Waterway,Sea,Coastal and oceanic landforms
Lund_00329,Building,Estate,Property,Château,Stately home,Architecture,Palace,Mansion,Tree,Manor house
Lund_00635,Landmark,Architecture,Building,Medieval architecture,City,Facade,Tower,Cathedral,Steeple,Church
Lund_02896,Building,Architecture,Landmark,Medieval architecture,City,Cathedral,Classical architecture,Church,Facade,Place of worship
Lund_01774,Classical architecture,Landmark,Architecture,Building,Monument,Facade,Statue,Sky,Tourist attraction,Column
Lund_01153,Building,Estate,Property,Landmark,Mansion,Architecture,Stately home,Palace,House,City
Lund_02375,Field,Sky,Land lot,Rural area,Farm,Tree,Grass family,Grass,Plain,Road
Lund_00577,Estate,Mansion,Building,Stately home,Property,Palace,Architecture,Official residence,House,Château
Lund_01031,Classical architecture,Building,Landmark,Architecture,Facade,Courthouse,Palace,Official residence,City,Presidential palace
Lund_02619,Architecture,Sky,Property,Building,Wall,Church,House,Roof,Facade,Convent
Lund_01043,Architecture,Landmark,Building,City,Town,Human settlement,Sky,Urban area,Facade,Palace
Lund_00435,Landmark,Architecture,Sky,Building,Medieval architecture,Classical architecture,Church,Place of worship,Cathedral,Steeple
Lund_02025,Property,Residential area,Building,Town,House,Neighbourhood,Architecture,Mixed-use,Real estate,Home
Lund_01992,Tree,Sky,House,Property,Leaf,Estate,Building,Autumn,Town,Woody plant
Lund_00033,Natural landscape,Rapeseed,Field,Meadow,Canola,Nature,Grassland,Pasture,Natural environment,Land lot
Lund_00788,Classical architecture,Landmark,Architecture,Building,Facade,Tourist attraction,City,Monument,House,Palace
Lund_01096,Landmark,Building,Architecture,Sky,Steeple,City,Spire,Tower,Town,Human settlement
Lund_01540,Sky,Building,Yellow,Cloud,Architecture,City,Signage,House,Road,Gas
Lund_01610,Town,Building,Architecture,Human settlement,City,Neighbourhood,Sky,Street,Town square,House
Lund_02545,Pasture,Grassland,Grazing,Sheep,Sheep,Herd,Meadow,Rural area,Tree,Grass
Lund_02805,Landmark,Architecture,Building,Medieval architecture,Church,Facade,Classical architecture,Place of worship,Sky,Historic site
Lund_01020,Monument,Landmark,Memorial,Historic site,National historic landmark,Architecture,Building,Tourist attraction,Tower
Lund_03105,Grass,Green,Lawn,Biome,Tree,Nature reserve,Botany,Garden,Plant community,Landscape
Lund_01229,Garden,Botanical garden,Lawn,Yard,Botany,Landscaping,Plant,Landscape,Grass,Flower
Lund_02261,Property,Vehicle,Building,Car,Real estate,Architecture,Facade,House,Commercial building,Compact car
Lund_02112,Property,Sky,Landmark,Building,Tree,Architecture,House,Estate,Town,Grass
Lund_00998,Building,Estate,Landmark,Mansion,Palace,Property,Sky,Architecture,Official residence,House
Lund_02131,Medieval architecture,Architecture,Building,Tree,Church,Parish,Grass,Place of worship,Manor house,Estate
Lund_01539,Landmark,Building,Architecture,Medieval architecture,Sky,Facade,Church,Tower,Classical architecture,Place of worship
Lund_02554,Natural landscape,Natural environment,Sky,Land lot,Grassland,Prairie,Plain,Ecoregion,Grass family,Road
Lund_01419,Classical architecture,Architecture,Building,Landmark,Facade,City,Basilica,Palace,Metropolis,Tourist attraction
Lund_00102,Grassland,Land lot,Grass,Natural environment,Meadow,Pasture,Natural landscape,Road,Tree,Plain
Lund_01067,Building,Landmark,Classical architecture,Architecture,Palace,Official residence,Mansion,Estate,Presidential palace,House
Lund_02922,Body of water,Bank,Natural landscape,Nature,Vegetation,River,Nature reserve,Waterway,Natural environment,Water
Lund_02119,Property,House,Building,Cottage,Barn,Home,Grass,Roof,Land lot,Rural area
Lund_01338,Sky,Fisheye lens,Landmark,Architecture,Photography,Town,Building,City,Wall,Urban area
Lund_01098,Landmark,Architecture,Building,Leaf,Tree,Tourist attraction,Mansion,Stately home,City,Palace
Lund_02079,Town,Building,Architecture,City,House,Medieval architecture,Almshouse,Facade,Street,History
Lund_01501,Landmark,Tree,Sky,Garden,Botany,Public space,Park,Monument,Architecture,Statue
Lund_01538,Building,Architecture,Town,Sky,House,City,Facade,History,Street,Town square
Lund_01665,Garden,Water,Botanical garden,Natural landscape,Botany,Fountain,Tree,Pond,Reflecting pool,Landscape
Lund_02878,Water resources,Body of water,Natural landscape,Water,Bank,Reservoir,Natural environment,Lake,River,Nature reserve
Lund_00890,Building,Architecture,Landmark,Sky,Tree,Church,Estate,House,City,Stately home
Lund_00355,Building,Estate,Property,Mansion,Château,Stately home,Manor house,Palace,Architecture,Historic house
Lund_01008,Estate,Property,Mansion,Building,Manor house,House,Stately home,Château,Lawn,Palace
Lund_00911,Landmark,Sky,Architecture,Building,Mansion,City,Estate,Town square,Palace,Tree
Lund_01442,Pond,Bank,Natural landscape,Tree,Spring,Waterway,Botany,Botanical garden,Water,Garden
Lund_03104,Natural landscape,Body of water,Nature,Water resources,Bank,Green,Water,Vegetation,Nature reserve,Riparian forest
Lund_02498,Natural landscape,Sky,Grassland,Nature,Field,Natural environment,Prairie,Blue,Meadow,Green
Lund_00268,Building,Property,Architecture,Landmark,Classical architecture,House,Mansion,Estate,Real estate,Facade
Lund_00519,Landmark,Architecture,Building,Medieval architecture,Church,Facade,Classical architecture,Place of worship,Sky,Historic site
Lund_01254,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture
Lund_02213,Body of water,Natural landscape,Water,Nature,Water resources,River,Watercourse,Sky,Stream,Bank
Lund_01341,Property,Estate,Building,Mansion,Palace,Château,Stately home,Manor house,House,Architecture
