a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_00852,Aerial photography,Urban area,Residential area,Metropolitan area,Suburb,Bird's-eye view,Urban design,City,Neighbourhood,Human settlement,,, Jul 2015
Lund_01518,Landmark,Architecture,Medieval architecture,Building,Classical architecture,Place of worship,Church,Sky,,,Lund Cathedral,(VeI N, Jul 2003
Lund_01418,Garden,Botanical garden,Botany,Park,,,,,,,Lundagérd,Darina Buhcheva, Jul 2017
Lund_00718,Landmark,Building,Architecture,Sky,Medieval architecture,Place of worship,Church,Cathedral,City,,Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
Lund_00823,Landmark,Architecture,Building,Estate,Water,,,,,,Lundagérd,I ERER T, Jul 2018
Lund_01032,Estate,Building,Mansion,Property,Palace,Landmark,House,Sky,Architecture,,[T T o1 T 1T,A Abdo Fadl, Jul 2017
Lund_00732,Medieval architecture,Property,Castle,Building,,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00633,Building,Architecture,Property,Landmark,Neighbourhood,Town,City,Human settlement,,,Underground Street |,Underground Street |, Jul 2017
Lund_02429,Lawn,Grassland,Grass,Sport venue,Land lot,Green,Natural landscape,Tree,Meadow,Sky,! 3 Oliver Jannessor,! 3 Oliver Jannessor, Jul 2017
Lund_00498,Château,Building,Estate,Property,Palace,Mansion,,,,,Bantorget -,L. -, Jul 2017
Lund_02661,Property,Sky,Cloud,House,Building,,,,,,Ostra Torns Ryttarsi,g Mats Lund, Jul 2016
Lund_01082,Aerial photography,Urban area,Metropolitan area,Residential area,Bird's-eye view,Suburb,City,Urban design,Neighbourhood,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_01798,Building,Architecture,Medieval architecture,Landmark,Place of worship,,,,,,Need to go! Sweet ar,“s déxna KapneoHe, Jul 2016
Lund_02218,Natural landscape,Body of water,Natural environment,Water resources,Marsh,Nature,Nature reserve,Water,Wetland,Vegetation,N[ AT T T,i\ Bengt Jiirs, Jul 2014
Lund_00992,Property,Building,Estate,Landmark,Mansion,House,Architecture,,,,Gamla kirurgen,Christofer Sjéhol, Jul 2017
Lund_01320,Landmark,Building,Architecture,Sky,Medieval architecture,Facade,Church,Town,Place of worship,Cathedral,Lund Cathedral,Kim nicolai Pede, Jul 2018
Lund_02658,Vegetation,Natural landscape,Nature reserve,Nature,Natural environment,Water,Wilderness,Biome,Tree,Watercourse,Rinnebick Gorge,e S YD R E, Jul 2017
Lund_00771,Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Landmark,Classical architecture,Presidential palace,Hokeriet g,@ Sten Olsson, Jul 2017
Lund_01702,Building,Tower block,Condominium,Metropolitan area,Architecture,Commercial building,Mixed-use,Human settlement,Apartment,Corporate headquarters,Elite Hotel Ideon,Alexander Beliak, Jul 2017
Lund_02751,Playground,Outdoor play equipment,Public space,Swing,Human settlement,City,Leisure,,,,Per Johan's Park pla,K Karl Wittenmark, Jul 2017
Lund_01590,Urban area,City,Building,Aerial photography,Residential area,Human settlement,Metropolitan area,Property,Roof,Architecture,Elite Hotel Ideon ¢,Andrea Sonny, Jul 2014
Lund_00924,Classical architecture,Building,Architecture,Landmark,Mansion,Palace,,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00853,Garden,Natural landscape,Botanical garden,Lawn,Yard,Plant,Shrub,Groundcover,Flower,Landscaping,Botanic gardens at I,® From a Google U, Jul 2016
Lund_02259,Body of water,Water,Nature,Vegetation,Water resources,Riparian zone,Watercourse,River,Natural landscape,Bank,Rinnebick Gorge 2,¢ LEIE RN, Jul 2018
Lund_02240,Sky,Transport,Cloud,Town,,,,,,,Leja Rental Service,9 Travel to, Jul 2017
Lund_01211,Building,Estate,Property,Mansion,Landmark,Palace,Architecture,House,Sky,,[T T o1 T 1T,A Abdo Fadl, Jul 2017
Lund_02391,Road,Lane,Vehicle,Building,,,,,,,ICA Supermarket Lin,H  Henrik Lindberg, Jul 2017
Lund_02321,Property,Building,Architecture,Daytime,Neighbourhood,Real estate,Town,Mixed-use,Sky,House,AR LT,0 Travel to, Jul 2017
Lund_02795,Holy places,,,,,,,,,,SONY DSC,e Ismo Kelokaski, Jul 2016
Lund_01508,Water,Tree,Botany,Architecture,,,,,,,Lundagérd,NG P NEE T, Jul 2018
Lund_01123,Estate,Palace,Mansion,Building,Property,Official residence,Stately home,Château,Manor house,,Lundagérd,I\ SRV, Jul 2017
Lund_02675,Cycling,Waterway,Bicycle,Vehicle,River,Water resources,Canal,Bank,,,Killbybadet G,a‘ Prashant Bari, Jul 2017
Lund_00299,Building,Landmark,Architecture,Estate,Medieval architecture,Church,,,,,Lund Cathedral,&) otof Petrén Olau, Jul 2017
Lund_00982,Building,Palace,Estate,Landmark,Mansion,Architecture,House,,,,Lundagérd 8,@ PP\, Jul 2016
Lund_01655,Building,Arch,,,,,,,,,Botanical Garden,f} sasan fallahi, Jul 2016
Lund_02214,Body of water,Water resources,Stream,Riparian zone,Water,Nature,Watercourse,Creek,Stream bed,Arroyo,Rinnebick Gorge 2,LCIECHIRENT, Jul 2018
Lund_02532,Natural landscape,Body of water,Sky,Water,Nature,Water resources,Vegetation,Natural environment,Lake,Nature reserve,L TR TR,J Joachim Schéns, Jul 2016
Lund_00239,Building,Landmark,Estate,Classical architecture,Mansion,Property,Palace,Architecture,Official residence,Presidential palace,R VSR,R VSR, Jul 2003
Lund_02260,Asphalt,Transport,Property,Road surface,Public space,,,,,,AR LT,o Travel to, Jul 2017
Lund_00688,Building,Mansion,Estate,Classical architecture,Landmark,Palace,Official residence,Architecture,Property,Stately home,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00007,Building,Architecture,Landmark,Town,Transport,City,,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_02892,Building,Architecture,Landmark,Town,City,,,,,,[T L He 1 BT,"&, Alexander Williar", Jul 2015
Lund_00585,Landmark,Architecture,Building,Sky,Church,Town,Place of worship,Steeple,Medieval architecture,City,Lundagérd ¢,(OFLE, Jul 2018
Lund_00481,Landmark,Building,Classical architecture,Architecture,Property,House,Estate,Mansion,,,Underground Street |,Underground Street |, Jul 2017
Lund_00996,Reflection,Water,Nature,Pond,Sky,Waterway,River,Tree,Bank,House,Botanical Garden,w@: Andreas Gillberg, Jul 2018
Lund_00977,Landmark,Architecture,Building,Medieval architecture,Tower,Classical architecture,Sky,,,,[T T o1 T T,@ olav sejeroe, Jul 2008
Lund_01284,Landmark,Tower,Architecture,Building,Steeple,,,,,,Lundagérd ¢,Burhan Erding, Jul 2016
Lund_02607,Architecture,Building,Sky,Water,,,,,,,Lundagérd 9,-@ PN, Jul 2018
Lund_03101,Sport venue,Grass,Fence,Stadium,,,,,,,Linero IP 8,o Travel to, Jul 2017 I
Lund_01455,Landmark,Architecture,Sky,Building,Town,City,Facade,,,,[T T o1 T 1T,FNEETY, Jul 2017
Lund_01352,Building,Architecture,Landmark,Medieval architecture,,,,,,,Lundagérd,Suman Vummad, Jul 2017
Lund_01501,Landmark,Tree,Sky,Garden,Botany,Public space,,,,,Lundagérd 9,Rainer Gesell, Jul 2018
Lund_02762,Property,Sky,Architecture,House,Home,Transport,Tree,Real estate,,,AR LT,o Travel to, Jul 2017
Lund_00958,Garden,Property,Botanical garden,Estate,Natural landscape,House,Botany,Yard,Home,Lawn,Botanical Garden,f) Adal Alom Rodri, Jul 2017
Lund_00161,Tree,Sky,Botany,,,,,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_00666,Estate,Building,Mansion,Property,Palace,Official residence,Château,,,,Lundagérd 9,[ ETTY il [1:1-1q3, Jul 2012
Lund_00265,Building,Mansion,Landmark,Property,Estate,Architecture,Classical architecture,Palace,Official residence,,Underground Street |,Underground Street |, Jul 2017
Lund_01854,Medieval architecture,Building,Property,Architecture,Landmark,Facade,Historic site,Wall,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_01024,Garden,Botanical garden,Flower,Plant,Natural landscape,Shrub,Grass,Botany,Yard,Spring,Botanical Garden,S Silvia Bacher, Jul 2017
Lund_02311,Swimming pool,Water,Leisure centre,Leisure,Sky,Swimming,,,,,Killbybadet,Q' Daniel Kretz, Jul 2016
Lund_01544,Body of water,Water,Pond,Natural landscape,Nature,Water resources,Vegetation,Lake,Bank,Fish pond,Stadsparken,Mikael Boschian, Jul 2015
Lund_01756,Estate,Building,Mansion,Property,Palace,Manor house,Stately home,Château,House,Official residence,Lundagérd,Martin Pehrsson, Jul 2016
Lund_01981,Property,Town,Building,,,,,,,,Good Morning Lund,Jelte Kerker, Jul 2017
Lund_00520,Estate,Building,Property,Mansion,Palace,Stately home,Manor house,House,Architecture,,Lundagérd 8,' Lars Skough, Jul 2017
Lund_00707,Building,Estate,Palace,Landmark,Mansion,Official residence,Stately home,Architecture,Château,,Lundagérd,&’ Suman Vummad, Jul 2017
Lund_00998,Building,Estate,Landmark,Mansion,Palace,Property,Sky,Architecture,Official residence,House,Lundagérd 9,"f’, B e", Jul 2016
Lund_01598,Building,Estate,Mansion,Property,Palace,Architecture,Classical architecture,House,Stately home,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_02043,Classical architecture,Building,Architecture,Landmark,Facade,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_02452,Fountain,Water,Water resources,Water feature,Pond,,,,,,Coop Klostergarden,’ ‘f Magnus Erkenfel, Jul 2017
Lund_02332,Vegetation,Nature reserve,Tree,Grass,Wilderness,,,,,,Fredentorps Begravr,Christoffer Norér, Jul 2016
Lund_01708,Property,Building,Architecture,House,Town,Estate,Château,Home,,,Kulturen,Kim nicolai Pede, Jul 2018
Lund_01250,Building,Property,Architecture,Sky,Landmark,House,,,,,[T T o1 1 T T,RLLLICH, Jul 2018
Lund_02307,Natural landscape,Freshwater marsh,Natural environment,Marsh,Nature reserve,Vegetation,Fen,Wetland,Bank,Salt marsh,Nobbelovs mosse,M Maria Tracz, Jul 2017
Lund_00446,Building,Landmark,Architecture,Property,Palace,Estate,Stately home,Château,,,Lundagérd 8,@ PP\, Jul 2016
Lund_00159,Town,Architecture,Building,Street light,Lighting,,,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_00067,Property,Building,Architecture,,,,,,,,"l\i, Stana Minincic","l\i, Stana Minincic", Jul 2017
Lund_02690,Vegetation,Grass,Lawn,Natural landscape,Green,Natural environment,Nature reserve,Tree,Property,Land lot,Hundrastgard ¢,& Mats Lund, Jul 2016
Lund_02296,Building,Chapel,Church,Property,Roof,Parish,Place of worship,Architecture,,,[l e R ],[l e R ], Jul 2015
Lund_00757,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,Urban design,City,Metropolis,DT T e T,g é Per Pixel Peterss, Jul 2015
Lund_00969,Sky,Cloud,Building,Landmark,Architecture,Town,Human settlement,Estate,Château,House,Bantorget 8,g% PO, Jul 2018
Lund_02577,Freshwater marsh,Natural landscape,Vegetation,Natural environment,Water,Pond,Nature reserve,Water resources,Marsh,Grass,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_00545,Building,Château,Estate,Palace,Public space,,,,,,Bantorget -,L. -, Jul 2017
Lund_01919,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01304,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01325,Steeple,Building,Church,Landmark,Spire,Place of worship,Parish,Architecture,,,ﬁ BN PN R,ﬁ BN PN R, Jul 2017
Lund_01104,Landmark,Architecture,Building,Medieval architecture,Historic site,Classical architecture,Sky,Facade,,,[T L He 1 BT,% Hans Olav Nyma, Jul 2018
Lund_00673,Building,Landmark,Mansion,Estate,Palace,Architecture,Stately home,Official residence,,,"Light place, nice aro",‘; LEGENETELET, Jul 2016
Lund_02430,Property,Building,House,Architecture,Town,,,,,,Lime Technologies S,6 IR DL, Jul 2015
Lund_01105,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,City,Cityscape,Metropolis,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_01795,Landmark,Steeple,Architecture,Building,Tree,Town,Sky,City,,,Lundagérd,Mandana Raghel, Jul 2018
Lund_00935,Building,Estate,Mansion,Palace,Classical architecture,Landmark,Property,Architecture,Stately home,Official residence,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01006,Green,Grass,Lawn,Sky,Natural landscape,Tree,Botany,,,,Lundagérd,"@i, Daniel Persenius", Jul 2017
Lund_02183,Natural landscape,Vegetation,Nature reserve,Pasture,Grassland,Land lot,Natural environment,Grass,Biome,,Rinnebick Gorge,Rhian Corbett-Co, Jul 2017
Lund_00950,Building,Classical architecture,Estate,Property,Architecture,Mansion,Palace,Stately home,Official residence,,Lundagérd 8,@ Merlin Blyth, Jul 2017
Lund_00095,Landmark,Architecture,Building,Daytime,City,Sky,,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_00315,Landmark,Building,Architecture,Sky,City,Town,Facade,Human settlement,Public space,Tourism,[T T o1 T 1T,[T T o1 T 1T, Jul 2018
Lund_00864,Landmark,Classical architecture,Architecture,Building,Medieval architecture,Place of worship,Sky,Cathedral,Facade,Church,Lund Cathedral ¢,Py ), Jul 2016
Lund_00469,Estate,Building,Mansion,Property,Palace,Official residence,Architecture,House,,,Lundagérd,@ Anders Sjostedt, Jul 2017
Lund_00619,Building,Architecture,Town,Landmark,Cathedral,Church,Tourism,Facade,City,,27 juli 2017.,H> Helén Johanssor, Jul 2017
Lund_02148,Building,Property,Sky,Architecture,Estate,Landmark,Mansion,House,Town,Residential area,Kulturen,Rashid almalkh z, Jul 2018
Lund_00571,Landmark,Building,Architecture,Medieval architecture,Town,City,Human settlement,Facade,Classical architecture,,Lund Cathedral,c’} Robert Jacobsen, Jul 2017
Lund_01343,Landmark,Architecture,Medieval architecture,Building,Classical architecture,,,,,,[T L He 1 BT,[iaHa MpUILKYH, Jul 2018
Lund_02158,Garden,Property,Botanical garden,Daytime,Botany,Architecture,Tree,Sky,Spring,Estate,Botanical Garden,A  Alejandro Carrillc, Jul 2016
Lund_00291,Landmark,Architecture,Medieval architecture,Classical architecture,Building,Sky,Place of worship,Cathedral,Gothic architecture,Church,Lundagérd,f@ Maricela Christe, Jul 2017
Lund_02064,Sky,Property,Landmark,Building,House,Mansion,Estate,Architecture,Cloud,,Lundagérd 9,9 Rudi Hayen, Jul 2014
Lund_01770,Landmark,Architecture,Building,Sky,Medieval architecture,Church,Place of worship,Town,Facade,Cathedral,[T T o1 T T T,oL 1T ], Jul 2016
Lund_02736,Nature,Reflection,Water,Natural landscape,Vegetation,Water resources,Lake,Bank,Natural environment,Pond,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02294,Swimming pool,Leisure,Furniture,Water,,,,,,,! 3 Oliver Jannessor,! 3 Oliver Jannessor, Jul 2017
Lund_02402,Sky,Natural landscape,Natural environment,Pasture,Cloud,Morning,Grass,Grassland,Field,Horizon,L TR TR,- ATl, Jul 2018
Lund_01038,Tree,,,,,,,,,,Lundagérd,"C"":} Leszek A Gasien", Jul 2017
Lund_01155,Classical architecture,Landmark,Building,Architecture,Facade,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_02539,Property,Building,House,Architecture,Town,Facade,Home,,,,=G T ¢,Ingvar Olsson, Jul 2018
Lund_00602,Estate,Mansion,Building,Palace,Property,Official residence,Stately home,Architecture,,,Lundagérd,M) Mikael Eriksson, Jul 2016
Lund_02419,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02713,House,Property,Residential area,Home,Building,Neighbourhood,Sky,Architecture,Town,Real estate,L LT ST G,e Travel to, Jul 2017
Lund_01185,Estate,Building,Mansion,Property,House,Architecture,Palace,Manor house,Home,,Lundagérd,Paul-Rolf Schrote, Jul 2005
Lund_00134,Holy places,Byzantine architecture,Architecture,Basilica,Place of worship,Building,Landmark,Church,Chapel,,Ll e,@ Ismo Kelokaski, Jul 2016
Lund_02355,Shack,House,,,,,,,,,N[ AT T T,L Bengt Jiirs, Jul 2014
Lund_02454,Freshwater marsh,Natural environment,Wetland,Marsh,Fen,Grassland,Tidal marsh,Bank,Nature reserve,Vegetation,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_02456,Sport venue,Stadium,Team sport,Player,Grass,Ball game,Soccer-specific stadium,Atmosphere,,,Klostergérdens IP,Florian Weissbac, Jul 2018
Lund_00380,Building,Landmark,Mansion,Estate,Palace,Architecture,Official residence,Stately home,,,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_02763,Sky,Grassland,Cloud,Pasture,Natural environment,Grass,Morning,Plain,Field,,Klostergérdens IP,M Michael Damgaa, Jul 2017
Lund_01974,Landmark,Architecture,Sky,Building,Town,City,Tower,Steeple,Urban area,Clock tower,Lund Cathedral,@ akram alqutaifan, Jul 2018
Lund_00100,Aerial photography,Metropolitan area,Bird's-eye view,Urban area,Residential area,Suburb,City,Urban design,Metropolis,Neighbourhood,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_01953,Property,House,Home,Estate,Building,Real estate,Architecture,Mansion,,,Kulturen 8,' Lars Skough, Jul 2018
Lund_02745,Residential area,Property,Architecture,Building,House,Daytime,Neighbourhood,Real estate,Town,Apartment,. kiann544 Nader,. kiann544 Nader, Jul 2017
Lund_00474,Castle,Medieval architecture,Building,Property,Architecture,Château,Stately home,,,,Lundagérd,"C"":} Leszek A Gasien", Jul 2017
Lund_01786,Building,Property,,,,,,,,,L0y /p 8,& saad al saifi, Jul 2016
Lund_00925,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01529,Landmark,Garden,Tree,Botany,Sky,Architecture,,,,,Lundagérd 9,@ T4, Jul 2017
Lund_00662,Building,Estate,Palace,Mansion,Official residence,Stately home,Property,Landmark,Château,,Lundagérd 9,A  Albert Peter, Jul 2017
Lund_02225,Natural landscape,Body of water,Water resources,Natural environment,Marsh,Water,Nature reserve,Nature,Freshwater marsh,Bank,|G AT,L Bengt Jiirs, Jul 2014
Lund_01302,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01661,Tree,Property,Architecture,Building,Estate,,,,,,University Library,l\‘ IEELEI VLT, Jul 2017
Lund_01004,Architecture,Building,Landmark,Classical architecture,Medieval architecture,Gothic architecture,Sky,Cathedral,Facade,Place of worship,Lundagérd,D David @rholm Jel, Jul 2017
Lund_03000,Pasture,Grazing,Herd,Grassland,Bovine,Atmospheric phenomenon,Morning,Rural area,Meadow,Farm,Jensen SportAB,| Lisa Silvereus, Jul 2016
Lund_02065,Water,Botanical garden,Botany,,,,,,,,Lundagérd,f@ Maricela Christe, Jul 2017
Lund_01716,Property,House,Home,Cottage,Roof,Building,,,,,Kulturen 8,' Lars Skough, Jul 2018
Lund_02275,Public space,Urban design,,,,,,,,,Lund Ostanvig ¢,ya) yaCh, Jul 2017
Lund_01303,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01060,Landmark,Building,Architecture,Property,Facade,Classical architecture,Town,Medieval architecture,Stately home,,Lundagérd,NG P NEE T, Jul 2018
Lund_02946,Property,Transport,Building,Facade,,,,,,,Mekonomen Bilverk:,Mekonomen Bilverk:, Jul 2017
Lund_02448,Grassland,Pasture,Grass,,,,,,,,Klostergérdens IP,M Michael Damgaa, Jul 2017
Lund_02221,Sky,Property,Cloud,House,,,,,,,Moyo Klostergarden,M  Minghua Zhang, Jul 2017
Lund_01632,Natural landscape,Body of water,Bank,Nature,Natural environment,Pond,Vegetation,Nature reserve,River,Tree,Stadsparken,Shan Xiao, Jul 2017
Lund_02255,Property,Building,Architecture,Town,Mixed-use,Neighbourhood,Residential area,House,Urban area,,AR LT,o Travel to, Jul 2017
Lund_03112,Sky,Water resources,,,,,,,,,ICA Supermarket Lin,x\ Noa Galan Frick, Jul 2017
Lund_01657,Landmark,Building,Architecture,Estate,,,,,,,[T L He 1 BT,% Hans Olav Nyma, Jul 2018
Lund_00176,Sky,Property,Town,Road,Estate,Cloud,,,,,,, Jul 2017
Lund_02836,Building,Mansion,Estate,Palace,Property,Classical architecture,Landmark,Architecture,Official residence,Stately home,Botanical Garden,IM> Miklos Szakacs, Jul 2016
Lund_02340,Tree,Natural landscape,Nature,Grass,Lawn,Woody plant,Plant,Morning,Spring,Park,LIS T g,g Mats Lund, Jul 2016
Lund_00279,Building,Landmark,Architecture,Classical architecture,Mansion,Palace,Estate,,,,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_01226,Architecture,Landmark,Medieval architecture,Building,Place of worship,Cathedral,Classical architecture,Gothic architecture,Sky,Facade,[T T o1 T 1T,A Abdo Fadl, Jul 2017
Lund_00360,Building,Estate,Property,Mansion,Stately home,Château,Architecture,Manor house,Historic house,,Underground Street |,Underground Street |, Jul 2017
Lund_00888,Estate,Building,Landmark,Mansion,Palace,Official residence,Stately home,Property,Presidential palace,,Hokeriet g,@ Sten Olsson, Jul 2017
Lund_00653,Estate,Property,Building,House,,,,,,,Botanical Garden,Botanical Garden, Jul 2016
Lund_00923,Classical architecture,Building,Architecture,Landmark,Mansion,Palace,,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00234,Building,Estate,Landmark,Property,Mansion,Architecture,Sky,House,Palace,,Lundagérd 9,Rudi Hayen, Jul 2014
Lund_02011,Estate,Building,Mansion,Water,Botany,,,,,,Lundagérd,l\‘ IEELEI VLT, Jul 2017
Lund_00311,Landmark,Sky,Building,Architecture,Property,House,Palace,Mansion,,,Lundagérd,T Terese Larsson E, Jul 2018
Lund_02825,Estate,Building,Palace,Mansion,Landmark,Official residence,Stately home,Architecture,Presidential palace,Classical architecture,Lundagérd,ﬂ; Andy Simmons, Jul 2018
Lund_01627,Building,Architecture,Landmark,Town,Medieval architecture,City,Church,Cathedral,Urban area,,Lund Cathedral,Alexander Williar, Jul 2015
Lund_02068,House,Property,Town,Building,Roof,Cottage,,,,,Onsjostugan,@ BN PN R, Jul 2017
Lund_01724,Public space,Playground,Sky,,,,,,,,Stadsparken g,Christian H, Jul 2017
Lund_00568,Landmark,Architecture,Sky,Town,Public space,Water,,,,,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
Lund_02916,Mammal,Pasture,Bovine,Goats,,,,,,,Nobbelbvs mosse,M Maria Tracz, Jul 2017
